Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Easington_hourly,500,24,0.0001,32,33.140472,3.6848307,5.756776216955926,0.12738559,0.9158351,16.111752,15.904963,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,32,5.3420606,1.4439543,2.3112898057034057,0.61633563,0.7963275,104.399,63.311863,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,32,0.3242544,0.30868942,0.5694333969636622,0.013175977,0.34080994,0.729793,0.72413445,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,32,7.3562026,1.1852013,2.712232033286694,0.057012808,0.87758005,234.05025,5.897879,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,32,25.557297,2.0976083,5.055422509833346,0.038586956,0.6983086,1.9677777,1.8552191,9.203987,131.01376
Volumrate_Easington_hourly,500,24,0.0001,32,33.341404,3.6383662,5.7742015864690455,0.12777117,0.9153248,15.545151,16.018232,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,32,5.290094,1.4499953,2.300020412686199,0.61333054,0.79830873,101.823875,64.55123,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,32,0.3137736,0.28553107,0.5601549805609499,0.012961286,0.36211675,0.67497414,0.67121345,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,32,7.3044004,1.2790247,2.702665433240075,0.05681171,0.8784421,225.4394,6.0388045,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,32,24.34178,2.04008,4.933738917784595,0.03765817,0.7126572,1.9153721,1.8039889,9.203987,131.01376
Volumrate_Easington_hourly,500,24,0.0001,16,30.502192,3.7149181,5.52287891806249,0.12220993,0.92253536,15.192997,16.197037,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.0001,16,4.420165,1.2618684,2.102418859778109,0.5606375,0.83147585,94.03144,51.446007,5.1213937,3.7500505
Volumrate_Belgia_hourly,500,24,0.0001,16,0.30135268,0.3011129,0.5489559907036826,0.012702156,0.38736778,0.70965314,0.7061029,0.70135456,43.217545
Volumrate_Frankrike_hourly,500,24,0.0001,16,5.749484,1.290775,2.397808178773862,0.05040342,0.90431863,180.6392,6.5314865,7.751767,47.57233
Volumrate_Tyskland_hourly,500,24,0.0001,16,20.496954,2.123597,4.527356178194223,0.03455634,0.75804347,1.9393506,1.8657109,9.203987,131.01376
Volumrate_Easington_hourly,500,48,0.0001,16,36.908566,3.929083,6.075242013388457,0.13426206,0.9068336,16.500135,18.035496,19.903702,45.249134
Volumrate_St_Fergus_hourly,500,48,0.0001,16,4.929102,1.3470654,2.2201580898597575,0.6139763,0.7926113,99.63233,56.579758,4.875188,3.6160321
