Target Variable,Epochs,Prediction Length,Learning Rate,Batch Size,MSE,MAE,RMSE,nRMSE,R2,MAPE,SMAPE,Std.Dev,Mean
Volumrate_Easington_hourly,500,72,0.001,16,136.82867,7.8222437,11.69737895070542,0.25820178,0.6564396,32.87031,24.652111,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.001,16,16.111847,1.9735729,4.013956517431165,1.1536537,0.239865,177.80553,53.74349,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.001,16,0.9479284,0.6534358,0.9736161608405555,0.022523232,-0.90627897,1.532995,1.519338,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.001,16,43.742294,3.317314,6.613795756713647,0.13910046,0.2725351,822.24963,10.06067,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.001,16,74.2888,4.0856314,8.619095259978621,0.06577437,0.12519473,3.763716,3.4024682,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.001,32,149.73384,8.206676,12.236577991513101,0.27010378,0.6240363,36.96288,25.52551,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.001,32,16.460903,2.0127385,4.0572038607549175,1.1660835,0.22339696,165.96048,58.67333,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.001,32,0.80558956,0.53145194,0.8975464092146048,0.020763466,-0.62003636,1.2510852,1.2402415,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.001,32,45.115692,3.6264908,6.716821580083237,0.1412673,0.24969453,841.2532,10.6783905,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.001,32,72.225105,4.006063,8.498535478871906,0.06485435,0.14949626,3.6996946,3.335287,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.0001,16,148.71849,8.350659,12.195019089799981,0.26918644,0.6265857,35.993023,24.574215,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.0001,16,16.854618,2.09114,4.105437622533043,1.1799464,0.20482206,186.60815,60.29097,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.0001,16,1.1724234,0.71469885,1.082785003004721,0.0250487,-1.3577371,1.6753107,1.6565511,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.0001,16,48.490753,3.9152448,6.963530223516527,0.14645603,0.19356489,854.25006,11.386503,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.0001,16,70.70408,4.2757397,8.408571738072787,0.06416783,0.16740745,3.932257,3.5158854,9.215226,131.04031
Volumrate_Easington_hourly,500,72,0.0001,32,158.42285,8.703205,12.586613983216456,0.27783027,0.6022192,41.080223,25.334131,19.956621,45.303246
Volumrate_St_Fergus_hourly,500,72,0.0001,32,16.462769,2.1407003,4.05743374002429,1.1661495,0.22330904,173.93835,61.076225,4.603915,3.4793425
Volumrate_Belgia_hourly,500,72,0.0001,32,5.0066204,1.59494,2.2375478558244275,0.051762503,-9.068287,3.7218158,3.6161225,0.70517117,43.227196
Volumrate_Frankrike_hourly,500,72,0.0001,32,53.310154,4.538237,7.301380277809233,0.15356165,0.11341488,969.2752,12.5167055,7.7543383,47.546898
Volumrate_Tyskland_hourly,500,72,0.0001,32,114.71128,7.15333,10.71033523391093,0.08173313,-0.3508097,6.192864,5.5542426,9.215226,131.04031
Volumrate_Easington_hourly,500,24,0.01,32,57.526947,4.7880874,7.584652069903034,0.16914448,0.8524614,20.585423,19.250813,19.74617,44.841263
Volumrate_St_Fergus_hourly,500,24,0.01,32,6.2455163,1.4829446,2.4991030991540577,0.6658244,0.7650746,105.68808,60.65458,5.156075,3.7533965
Volumrate_Belgia_hourly,500,24,0.01,32,0.6176958,0.5362145,0.7859362623079842,0.018189713,-0.25651765,1.2588328,1.2478485,0.70113724,43.20773
Volumrate_Frankrike_hourly,500,24,0.01,32,17.150803,1.8781115,4.14135275149373,0.08711446,0.71803534,321.76126,7.54261,7.7991066,47.53921
Volumrate_Tyskland_hourly,500,24,0.01,32,33.99121,2.5066364,5.830198190241906,0.044514958,0.6032206,2.2942052,2.1569479,9.25569,130.97166
Volumrate_Easington_hourly,500,24,0.01,16,60.378452,4.911221,7.7703572827139284,0.17194198,0.8466604,21.316692,18.908852,19.843294,45.19174
Volumrate_St_Fergus_hourly,500,24,0.01,16,8.282365,1.8238568,2.8779098049236844,0.7674323,0.6842248,113.56771,88.17773,5.1213937,3.7500505
